year,GEOID,NAME,state,county,tract,pop_total,median_hh_income,hh_total,hh_no_vehicle,disability_total,disability_with,age_65_plus,pct_65_plus,pct_no_vehicle_hh,pct_disabled,transportation_need_index_0_100,need_quintile
2024,17031340300,Census Tract 3403; Cook County; Illinois,17,31,340300,1720,53030,718,217,1720,296,566,0.3290697674418604,0.3022284122562674,0.1720930232558139,71.42,Very High
2024,17031340400,Census Tract 3404; Cook County; Illinois,17,31,340400,1702,40583,705,108,1702,312,329,0.1933019976498237,0.1531914893617021,0.1833137485311398,63.39,Very High
2024,17031340500,Census Tract 3405; Cook County; Illinois,17,31,340500,1672,62288,999,396,1672,126,643,0.3845693779904306,0.3963963963963964,0.0753588516746411,67.2,Very High
2024,17031340600,Census Tract 3406; Cook County; Illinois,17,31,340600,1430,21279,486,245,1430,565,135,0.0944055944055944,0.5041152263374485,0.3951048951048951,77.8,Very High
2024,17031350100,Census Tract 3501; Cook County; Illinois,17,31,350100,2435,58295,1491,946,2435,63,205,0.0841889117043121,0.6344735077129443,0.0258726899383983,47.75,Moderate
2024,17031350400,Census Tract 3504; Cook County; Illinois,17,31,350400,1457,20515,632,405,1457,579,112,0.0768702814001372,0.6408227848101266,0.3973919011667811,76.92,Very High
2024,17031351000,Census Tract 3510; Cook County; Illinois,17,31,351000,4259,61736,2503,1013,4122,335,588,0.1380605776003756,0.4047143427886536,0.0812712275594371,52.63,Moderate
2024,17031351100,Census Tract 3511; Cook County; Illinois,17,31,351100,2000,15921,1056,521,2000,770,137,0.0685,0.4933712121212121,0.385,75.36,Very High
2024,17031351400,Census Tract 3514; Cook County; Illinois,17,31,351400,1387,-666666666,749,441,1387,209,164,0.1182408074981975,0.5887850467289719,0.1506849315068493,61.11,High
2024,17031351500,Census Tract 3515; Cook County; Illinois,17,31,351500,973,77206,380,133,973,181,56,0.0575539568345323,0.35,0.1860226104830421,45.32,Moderate
2024,17031360200,Census Tract 3602; Cook County; Illinois,17,31,360200,1900,26143,797,321,1900,819,209,0.11,0.4027603513174404,0.4310526315789473,78.36,Very High
2024,17031380100,Census Tract 3801; Cook County; Illinois,17,31,380100,1787,80216,988,416,1787,244,473,0.2646894236149972,0.4210526315789473,0.1365416899832121,63.01,Very High
2024,17031380200,Census Tract 3802; Cook County; Illinois,17,31,380200,1689,17138,1161,693,1689,143,936,0.5541740674955595,0.5968992248062015,0.0846654825340438,75.62,Very High
2024,17031380600,Census Tract 3806; Cook County; Illinois,17,31,380600,4952,49134,2136,575,4945,1190,601,0.1213651050080775,0.2691947565543071,0.2406471183013144,65.46,Very High
2024,17031381200,Census Tract 3812; Cook County; Illinois,17,31,381200,1952,46407,1181,210,1952,307,277,0.141905737704918,0.1778154106689246,0.1572745901639344,53.71,High
2024,17031381400,Census Tract 3814; Cook County; Illinois,17,31,381400,1579,47931,756,192,1579,373,131,0.0829639012032932,0.2539682539682539,0.2362254591513616,60.29,High
2024,17031381500,Census Tract 3815; Cook County; Illinois,17,31,381500,669,26738,401,166,669,119,224,0.3348281016442451,0.4139650872817955,0.1778774289985052,78.35,Very High
2024,17031381700,Census Tract 3817; Cook County; Illinois,17,31,381700,0,-666666666,0,0,0,0,0,,,,99.26,Very High
2024,17031381800,Census Tract 3818; Cook County; Illinois,17,31,381800,1448,43281,793,277,1434,310,119,0.0821823204419889,0.3493064312736444,0.2161785216178521,59.99,High
2024,17031381900,Census Tract 3819; Cook County; Illinois,17,31,381900,1324,73750,526,80,1324,323,132,0.0996978851963746,0.1520912547528517,0.2439577039274924,52.97,High
2024,17031390100,Census Tract 3901; Cook County; Illinois,17,31,390100,1887,55893,783,271,1887,586,131,0.0694223635400105,0.3461047254150702,0.3105458399576046,66.87,Very High
2024,17031390200,Census Tract 3902; Cook County; Illinois,17,31,390200,2012,110806,912,142,2012,455,293,0.1456262425447316,0.1557017543859649,0.2261431411530815,47.32,Moderate
2024,17031390300,Census Tract 3903; Cook County; Illinois,17,31,390300,2531,-666666666,1440,699,2396,433,534,0.2109838008692216,0.4854166666666666,0.1807178631051753,75.48,Very High
2024,17031390400,Census Tract 3904; Cook County; Illinois,17,31,390400,2499,38507,1477,749,2499,557,547,0.2188875550220088,0.5071090047393365,0.2228891556622649,81.13,Very High
2024,17031390500,Census Tract 3905; Cook County; Illinois,17,31,390500,1753,83938,835,271,1753,368,175,0.0998288648031945,0.3245508982035928,0.2099258414147176,50.29,Moderate
2024,17031390600,Census Tract 3906; Cook County; Illinois,17,31,390600,1898,95542,893,212,1898,413,259,0.1364594309799789,0.2374020156774916,0.2175974710221285,51.28,Moderate
2024,17031390700,Census Tract 3907; Cook County; Illinois,17,31,390700,5837,73704,3576,1209,5837,813,1524,0.2610930272400205,0.3380872483221476,0.1392838787048141,63.32,Very High
2024,17031400300,Census Tract 4003; Cook County; Illinois,17,31,400300,1311,90716,613,119,1311,177,94,0.0717009916094584,0.1941272430668841,0.1350114416475972,33.6,Very Low
2024,17031400400,Census Tract 4004; Cook County; Illinois,17,31,400400,2059,32235,883,300,2054,660,196,0.0951918406993686,0.3397508493771234,0.3213242453748783,73.31,Very High
2024,17031400500,Census Tract 4005; Cook County; Illinois,17,31,400500,2308,38373,1138,429,2308,611,245,0.1061525129982669,0.3769771528998242,0.2647313691507799,71.18,Very High
2024,17031400800,Census Tract 4008; Cook County; Illinois,17,31,400800,2909,23059,1314,635,2909,956,160,0.0550017188037126,0.4832572298325723,0.3286352698521829,73.63,Very High
2024,17031410100,Census Tract 4101; Cook County; Illinois,17,31,410100,2287,63931,1403,576,2287,204,420,0.1836466987319632,0.4105488239486814,0.0891998250983821,59.23,High
2024,17031410200,Census Tract 4102; Cook County; Illinois,17,31,410200,1133,56848,720,308,1133,118,58,0.0511915269196822,0.4277777777777777,0.1041482789055604,45.94,Moderate
2024,17031410500,Census Tract 4105; Cook County; Illinois,17,31,410500,2887,65240,1521,532,2887,656,213,0.0737790093522687,0.3497698882314267,0.2272254935919639,56.16,High
2024,17031410600,Census Tract 4106; Cook County; Illinois,17,31,410600,2600,49475,1213,528,2585,264,216,0.083076923076923,0.4352844187963726,0.102127659574468,49.75,Moderate
2024,17031410700,Census Tract 4107; Cook County; Illinois,17,31,410700,2494,45114,1253,639,2494,346,209,0.0838011226944667,0.509976057462091,0.1387329591018444,53.27,High
2024,17031410800,Census Tract 4108; Cook County; Illinois,17,31,410800,2770,71989,1601,893,2770,237,240,0.0866425992779783,0.5577763897564022,0.0855595667870036,45.5,Moderate
2024,17031410900,Census Tract 4109; Cook County; Illinois,17,31,410900,3693,73828,2062,724,3693,399,750,0.2030869212022745,0.3511154219204656,0.10804224207961,58.22,High
2024,17031411000,Census Tract 4110; Cook County; Illinois,17,31,411000,4548,70893,2541,1331,4515,283,1308,0.287598944591029,0.5238095238095238,0.0626799557032115,64.94,Very High
2024,17031411100,Census Tract 4111; Cook County; Illinois,17,31,411100,2359,117500,988,357,2359,486,367,0.155574395930479,0.3613360323886639,0.2060194997880458,51.36,Moderate
2024,17031411200,Census Tract 4112; Cook County; Illinois,17,31,411200,1698,101071,824,277,1698,332,426,0.2508833922261484,0.3361650485436893,0.1955241460541814,61.69,High
2024,17031420100,Census Tract 4201; Cook County; Illinois,17,31,420100,1431,-666666666,786,420,1431,213,314,0.2194269741439553,0.5343511450381679,0.1488469601677149,73.67,Very High
2024,17031420200,Census Tract 4202; Cook County; Illinois,17,31,420200,2011,44375,696,260,1763,606,307,0.1526603679761312,0.3735632183908046,0.3437322745320476,80.74,Very High
2024,17031420300,Census Tract 4203; Cook County; Illinois,17,31,420300,2511,42973,695,286,2511,223,154,0.0613301473516527,0.4115107913669065,0.0888092393468737,48.65,Moderate
2024,17031420400,Census Tract 4204; Cook County; Illinois,17,31,420400,1463,37946,768,442,1463,255,226,0.1544771018455229,0.5755208333333334,0.1742993848257006,66.21,Very High
2024,17031420500,Census Tract 4205; Cook County; Illinois,17,31,420500,1751,22309,879,366,1751,487,387,0.2210165619645916,0.4163822525597269,0.2781267846944603,89.21,Very High
2024,17031420600,Census Tract 4206; Cook County; Illinois,17,31,420600,2980,52989,1031,341,2936,1021,263,0.0882550335570469,0.3307468477206595,0.3477520435967302,69.79,Very High
2024,17031420700,Census Tract 4207; Cook County; Illinois,17,31,420700,2424,38076,1187,428,2424,615,283,0.1167491749174917,0.3605728727885425,0.2537128712871287,70.77,Very High
2024,17031420800,Census Tract 4208; Cook County; Illinois,17,31,420800,2146,47540,1011,308,2146,488,386,0.1798695246971109,0.304648862512364,0.2273998136067101,73.12,Very High
2024,17031421200,Census Tract 4212; Cook County; Illinois,17,31,421200,2049,45550,729,261,2049,406,210,0.1024890190336749,0.3580246913580246,0.1981454367984382,59.2,High
2024,17031430101,Census Tract 4301.01; Cook County; Illinois,17,31,430101,3776,31875,1837,625,3776,1015,375,0.0993114406779661,0.3402286336418073,0.2688029661016949,70.59,Very High
2024,17031430102,Census Tract 4301.02; Cook County; Illinois,17,31,430102,3582,52955,2392,1060,3582,572,880,0.2456728084868788,0.4431438127090301,0.1596873255164712,71.13,Very High
2024,17031430200,Census Tract 4302; Cook County; Illinois,17,31,430200,5792,54479,2716,1200,5792,1502,806,0.1391574585635359,0.4418262150220913,0.2593232044198895,72.72,Very High
2024,17031430300,Census Tract 4303; Cook County; Illinois,17,31,430300,2708,38542,1050,419,2706,798,207,0.0764401772525849,0.399047619047619,0.29490022172949,70.69,Very High
2024,17031430400,Census Tract 4304; Cook County; Illinois,17,31,430400,3014,41964,1395,534,3000,606,503,0.1668878566688785,0.3827956989247312,0.202,70.0,Very High
2024,17031430500,Census Tract 4305; Cook County; Illinois,17,31,430500,3531,33322,2181,1422,3531,482,528,0.1495327102803738,0.6519944979367263,0.1365052393089776,63.29,Very High
2024,17031430600,Census Tract 4306; Cook County; Illinois,17,31,430600,1722,43479,792,351,1722,327,369,0.2142857142857142,0.4431818181818182,0.1898954703832752,74.07,Very High
2024,17031430700,Census Tract 4307; Cook County; Illinois,17,31,430700,1983,32786,1210,490,1771,220,444,0.2239031770045385,0.4049586776859504,0.124223602484472,70.01,Very High
2024,17031430800,Census Tract 4308; Cook County; Illinois,17,31,430800,1935,61750,796,118,1935,241,456,0.2356589147286821,0.1482412060301507,0.124547803617571,57.98,High
2024,17031430900,Census Tract 4309; Cook County; Illinois,17,31,430900,1541,38824,844,207,1541,151,507,0.3290071382219338,0.245260663507109,0.0979883192731992,68.1,Very High
2024,17031431200,Census Tract 4312; Cook County; Illinois,17,31,431200,2892,58661,1273,311,2892,433,728,0.2517289073305671,0.244304791830322,0.1497233748271092,65.0,Very High
2024,17031431301,Census Tract 4313.01; Cook County; Illinois,17,31,431301,3702,47235,1487,375,3702,1118,256,0.0691518098325229,0.2521856086079354,0.3019989195029713,65.96,Very High
2024,17031431302,Census Tract 4313.02; Cook County; Illinois,17,31,431302,3463,32083,1701,776,3463,794,467,0.1348541726826451,0.4562022339800117,0.2292809702570026,71.58,Very High
2024,17031431400,Census Tract 4314; Cook County; Illinois,17,31,431400,6850,48529,3244,1297,6403,1492,1375,0.2007299270072992,0.3998150431565967,0.233015773856005,78.47,Very High
2024,17031440101,Census Tract 4401.01; Cook County; Illinois,17,31,440101,3582,31894,2346,1243,3582,339,678,0.1892797319932998,0.5298380221653879,0.0946398659966499,67.12,Very High
2024,17031440102,Census Tract 4401.02; Cook County; Illinois,17,31,440102,3185,31563,2007,708,3185,452,490,0.1538461538461538,0.3527653213751868,0.1419152276295133,61.44,High
2024,17031440201,Census Tract 4402.01; Cook County; Illinois,17,31,440201,5310,39897,2253,783,5292,1164,863,0.1625235404896421,0.3475366178428761,0.2199546485260771,71.34,Very High
2024,17031440202,Census Tract 4402.02; Cook County; Illinois,17,31,440202,2608,34651,1580,620,2608,494,754,0.2891104294478527,0.3924050632911392,0.1894171779141104,77.69,Very High
2024,17031440300,Census Tract 4403; Cook County; Illinois,17,31,440300,4400,59227,2160,222,4400,668,778,0.1768181818181818,0.1027777777777777,0.1518181818181818,51.65,Moderate
2024,17031440600,Census Tract 4406; Cook County; Illinois,17,31,440600,1957,68102,746,83,1957,430,348,0.1778231987736331,0.1112600536193029,0.2197240674501788,59.08,High
2024,17031440700,Census Tract 4407; Cook County; Illinois,17,31,440700,1428,81705,607,95,1428,418,224,0.1568627450980392,0.1565074135090609,0.2927170868347339,63.62,Very High
2024,17031440800,Census Tract 4408; Cook County; Illinois,17,31,440800,1977,26890,744,266,1977,562,276,0.1396054628224582,0.3575268817204301,0.2842690945877592,77.59,Very High
2024,17031440900,Census Tract 4409; Cook County; Illinois,17,31,440900,2593,56875,1102,96,2593,532,649,0.2502892402622445,0.087114337568058,0.2051677593521018,63.91,Very High
2024,17031450300,Census Tract 4503; Cook County; Illinois,17,31,450300,2968,45869,1441,306,2968,469,767,0.2584231805929919,0.21235253296322,0.1580188679245283,67.61,Very High
2024,17031460100,Census Tract 4601; Cook County; Illinois,17,31,460100,2351,42434,977,357,2351,541,434,0.1846022968949383,0.3654042988741044,0.2301148447469162,76.54,Very High
2024,17031460200,Census Tract 4602; Cook County; Illinois,17,31,460200,2196,29022,934,377,2196,515,573,0.2609289617486339,0.4036402569593147,0.2345173041894353,85.41,Very High
2024,17031460301,Census Tract 4603.01; Cook County; Illinois,17,31,460301,2721,44464,1234,325,2721,451,485,0.1782432929070194,0.2633711507293355,0.1657478868063212,63.34,Very High
2024,17031460302,Census Tract 4603.02; Cook County; Illinois,17,31,460302,3309,48263,1276,241,3309,756,390,0.1178603807796917,0.1888714733542319,0.228467815049864,60.59,High
2024,17031460400,Census Tract 4604; Cook County; Illinois,17,31,460400,3817,70169,1338,273,3817,881,551,0.1443542048729368,0.2040358744394619,0.2308095362850406,60.09,High
2024,17031460500,Census Tract 4605; Cook County; Illinois,17,31,460500,4954,52768,2573,704,4954,748,1527,0.3082357690754945,0.2736105713175282,0.1509890997174,68.74,Very High
2024,17031460800,Census Tract 4608; Cook County; Illinois,17,31,460800,4257,36812,1297,413,4257,1651,370,0.0869156683110171,0.3184271395528142,0.3878318064364576,72.56,Very High
2024,17031461000,Census Tract 4610; Cook County; Illinois,17,31,461000,1230,14601,734,569,1225,81,579,0.4707317073170731,0.7752043596730245,0.0661224489795918,75.49,Very High
2024,17031470100,Census Tract 4701; Cook County; Illinois,17,31,470100,2304,47054,1035,353,2304,539,757,0.3285590277777778,0.3410628019323671,0.2339409722222222,83.46,Very High
2024,17031480100,Census Tract 4801; Cook County; Illinois,17,31,480100,1989,72625,861,116,1989,464,497,0.2498743086978381,0.1347270615563298,0.2332830568124685,68.03,Very High
2024,17031480200,Census Tract 4802; Cook County; Illinois,17,31,480200,1029,52132,619,168,1029,171,330,0.3206997084548105,0.27140549273021,0.1661807580174927,70.24,Very High
2024,17031480300,Census Tract 4803; Cook County; Illinois,17,31,480300,1296,55772,507,76,1296,326,341,0.2631172839506173,0.1499013806706114,0.2515432098765432,76.37,Very High
2024,17031480400,Census Tract 4804; Cook County; Illinois,17,31,480400,4084,70232,2359,358,4084,343,1553,0.3802644466209598,0.1517592200084781,0.0839862879529872,57.89,High
2024,17031480500,Census Tract 4805; Cook County; Illinois,17,31,480500,2831,60700,1236,259,2831,696,879,0.3104909925821265,0.209546925566343,0.2458495231367008,78.31,Very High
2024,17031490200,Census Tract 4902; Cook County; Illinois,17,31,490200,2879,60741,1388,170,2879,305,585,0.2031955540118096,0.1224783861671469,0.1059395623480375,53.33,High
2024,17031490500,Census Tract 4905; Cook County; Illinois,17,31,490500,1971,87917,725,66,1971,267,448,0.2272957889396245,0.0910344827586207,0.1354642313546423,47.06,Moderate
2024,17031490600,Census Tract 4906; Cook County; Illinois,17,31,490600,1344,71498,517,91,1344,356,281,0.2090773809523809,0.1760154738878143,0.2648809523809524,72.0,Very High
2024,17031490700,Census Tract 4907; Cook County; Illinois,17,31,490700,2494,41667,836,99,2494,774,398,0.1595829991980754,0.1184210526315789,0.3103448275862069,72.39,Very High
2024,17031490800,Census Tract 4908; Cook County; Illinois,17,31,490800,3573,65929,1223,271,3573,718,638,0.1785614329694934,0.2215862632869991,0.2009515813042261,62.16,High
2024,17031490901,Census Tract 4909.01; Cook County; Illinois,17,31,490901,2758,33398,1276,481,2758,602,476,0.1725888324873096,0.3769592476489028,0.2182741116751269,74.1,Very High
2024,17031490902,Census Tract 4909.02; Cook County; Illinois,17,31,490902,4725,76333,1804,322,4725,1063,1017,0.2152380952380952,0.1784922394678492,0.2249735449735449,65.48,Very High
2024,17031491000,Census Tract 4910; Cook County; Illinois,17,31,491000,3412,36915,1252,361,3412,871,535,0.1567995310668229,0.2883386581469648,0.2552754982415006,74.86,Very High
2024,17031491100,Census Tract 4911; Cook County; Illinois,17,31,491100,4062,79444,1360,229,3803,769,801,0.1971935007385524,0.1683823529411764,0.2022087825400999,58.71,High
2024,17031491200,Census Tract 4912; Cook County; Illinois,17,31,491200,1848,57407,664,168,1848,228,579,0.3133116883116883,0.253012048192771,0.1233766233766233,65.66,Very High
2024,17031491300,Census Tract 4913; Cook County; Illinois,17,31,491300,2025,37745,691,120,2020,501,346,0.1708641975308642,0.1736613603473227,0.248019801980198,72.34,Very High
2024,17031491400,Census Tract 4914; Cook County; Illinois,17,31,491400,2515,27381,1072,391,2509,403,446,0.1773359840954274,0.3647388059701492,0.160621761658031,67.16,Very High
2024,17031500100,Census Tract 5001; Cook County; Illinois,17,31,500100,3283,73780,1497,70,3283,647,636,0.1937252512945476,0.0467601870407481,0.1970758452634785,49.48,Moderate
2024,17031500200,Census Tract 5002; Cook County; Illinois,17,31,500200,1769,49028,691,241,1769,600,147,0.0830977953646127,0.3487698986975397,0.3391746749576032,70.55,Very High
2024,17031500300,Census Tract 5003; Cook County; Illinois,17,31,500300,1692,52500,894,56,1692,275,440,0.260047281323877,0.0626398210290827,0.1625295508274231,57.13,High
2024,17031510100,Census Tract 5101; Cook County; Illinois,17,31,510100,3129,72543,1225,27,3129,651,680,0.2173218280600831,0.0220408163265306,0.2080536912751678,50.64,Moderate
2024,17031510200,Census Tract 5102; Cook County; Illinois,17,31,510200,2985,68056,1174,323,2985,389,668,0.223785594639866,0.2751277683134582,0.1303182579564489,60.88,High
2024,17031510300,Census Tract 5103; Cook County; Illinois,17,31,510300,4344,36232,1890,472,4344,981,973,0.2239871086556169,0.2497354497354497,0.2258287292817679,77.44,Very High
2024,17031520100,Census Tract 5201; Cook County; Illinois,17,31,520100,1816,46786,492,51,1816,595,259,0.1426211453744493,0.1036585365853658,0.3276431718061674,68.56,Very High
2024,17031520200,Census Tract 5202; Cook County; Illinois,17,31,520200,3485,47436,1184,217,3485,1052,385,0.1104734576757532,0.183277027027027,0.3018651362984218,67.96,Very High
2024,17031520300,Census Tract 5203; Cook County; Illinois,17,31,520300,6186,60639,1957,216,6157,1388,680,0.1099256385386356,0.1103730199284619,0.2254344648367711,52.2,Moderate
2024,17031520400,Census Tract 5204; Cook County; Illinois,17,31,520400,3589,50751,1396,224,3589,1126,625,0.1741432153803288,0.160458452722063,0.3137364168292003,75.64,Very High
2024,17031520500,Census Tract 5205; Cook County; Illinois,17,31,520500,4908,90651,1510,95,4908,1248,760,0.1548492257538712,0.0629139072847682,0.254278728606357,50.38,Moderate
2024,17031520600,Census Tract 5206; Cook County; Illinois,17,31,520600,2703,75417,809,40,2690,824,340,0.1257861635220125,0.0494437577255871,0.3063197026022304,53.13,High
2024,17031530100,Census Tract 5301; Cook County; Illinois,17,31,530100,1678,30283,756,230,1678,241,511,0.3045292014302741,0.3042328042328042,0.1436233611442193,72.05,Very High
2024,17031530200,Census Tract 5302; Cook County; Illinois,17,31,530200,3779,43800,1254,254,3779,689,724,0.1915850754167769,0.2025518341307815,0.1823233659698332,65.0,Very High
2024,17031530300,Census Tract 5303; Cook County; Illinois,17,31,530300,3482,69177,1483,205,3482,606,930,0.2670878805284319,0.1382333108563722,0.1740379092475588,60.48,High
2024,17031530400,Census Tract 5304; Cook County; Illinois,17,31,530400,2102,63750,782,201,2102,635,324,0.154138915318744,0.2570332480818414,0.30209324452902,72.39,Very High
2024,17031530501,Census Tract 5305.01; Cook County; Illinois,17,31,530501,5885,44292,1918,748,5885,1929,717,0.1218351741716227,0.3899895724713243,0.3277824978759558,76.64,Very High
2024,17031530502,Census Tract 5305.02; Cook County; Illinois,17,31,530502,1335,76500,554,38,1335,164,245,0.1835205992509363,0.0685920577617328,0.1228464419475655,43.44,Low
2024,17031530503,Census Tract 5305.03; Cook County; Illinois,17,31,530503,3668,52857,1390,254,3668,742,799,0.2178298800436205,0.1827338129496402,0.2022900763358778,68.21,Very High
2024,17031530600,Census Tract 5306; Cook County; Illinois,17,31,530600,2620,66974,934,242,2620,293,438,0.1671755725190839,0.2591006423982869,0.1118320610687022,53.53,High
2024,17031540101,Census Tract 5401.01; Cook County; Illinois,17,31,540101,4115,13585,1596,528,4115,1666,166,0.0403402187120291,0.3308270676691729,0.4048602673147023,71.32,Very High
2024,17031540102,Census Tract 5401.02; Cook County; Illinois,17,31,540102,3403,21107,1249,408,3403,1487,244,0.0717014399059653,0.3266613290632506,0.43696738172201,72.8,Very High
2024,17031550100,Census Tract 5501; Cook County; Illinois,17,31,550100,6161,54605,2688,285,6160,1492,1021,0.1657198506735919,0.1060267857142857,0.2422077922077922,63.64,Very High
2024,17031550200,Census Tract 5502; Cook County; Illinois,17,31,550200,2692,78357,958,61,2692,754,543,0.2017087667161961,0.0636743215031315,0.2800891530460624,63.0,Very High
2024,17031560100,Census Tract 5601; Cook County; Illinois,17,31,560100,1197,74318,312,34,943,189,331,0.2765246449456975,0.1089743589743589,0.200424178154825,61.24,High
2024,17031560200,Census Tract 5602; Cook County; Illinois,17,31,560200,1716,58158,508,19,1716,476,269,0.1567599067599067,0.0374015748031496,0.2773892773892774,58.37,High
2024,17031560300,Census Tract 5603; Cook County; Illinois,17,31,560300,3343,75473,1094,180,3343,840,642,0.1920430750822614,0.1645338208409506,0.2512713131917439,67.12,Very High
2024,17031560400,Census Tract 5604; Cook County; Illinois,17,31,560400,1438,69148,473,73,1438,261,354,0.2461752433936022,0.1543340380549683,0.1815020862308762,61.43,High
2024,17031560700,Census Tract 5607; Cook County; Illinois,17,31,560700,3923,89844,1335,55,3923,1020,256,0.0652561814937547,0.0411985018726591,0.2600050981391792,37.71,Very Low
2024,17031560800,Census Tract 5608; Cook County; Illinois,17,31,560800,6415,110417,1966,149,6415,1890,669,0.1042868277474668,0.0757884028484232,0.2946219797349961,44.73,Low
2024,17031560900,Census Tract 5609; Cook County; Illinois,17,31,560900,5175,115216,1879,122,5175,1172,954,0.1843478260869565,0.0649281532730175,0.2264734299516908,45.93,Moderate
2024,17031561000,Census Tract 5610; Cook County; Illinois,17,31,561000,5904,89278,2281,115,5904,1041,1287,0.2179878048780487,0.0504164839982463,0.1763211382113821,44.51,Low
2024,17031561100,Census Tract 5611; Cook County; Illinois,17,31,561100,5564,103878,2135,165,5564,1302,995,0.1788281811646297,0.0772833723653395,0.2340043134435658,49.98,Moderate
2024,17031570100,Census Tract 5701; Cook County; Illinois,17,31,570100,1299,76490,431,126,1299,222,162,0.1247113163972286,0.2923433874709977,0.1709006928406466,49.04,Moderate
2024,17031570200,Census Tract 5702; Cook County; Illinois,17,31,570200,2111,-666666666,824,293,2111,452,333,0.1577451444812884,0.3555825242718446,0.2141165324490762,72.04,Very High
2024,17031570300,Census Tract 5703; Cook County; Illinois,17,31,570300,5801,57303,1821,535,5801,1345,879,0.1515255990346492,0.2937946183415705,0.2318565764523358,66.89,Very High
2024,17031570400,Census Tract 5704; Cook County; Illinois,17,31,570400,1668,73475,630,105,1668,253,371,0.2224220623501199,0.1666666666666666,0.1516786570743405,56.68,High
2024,17031570500,Census Tract 5705; Cook County; Illinois,17,31,570500,2535,81422,801,108,2535,494,345,0.136094674556213,0.1348314606741573,0.1948717948717948,46.2,Moderate
2024,17031580100,Census Tract 5801; Cook County; Illinois,17,31,580100,2167,40929,902,103,2167,274,337,0.1555145362251961,0.114190687361419,0.1264420858329487,51.06,Moderate
2024,17031580200,Census Tract 5802; Cook County; Illinois,17,31,580200,3049,38896,901,142,3049,961,270,0.0885536241390619,0.1576026637069922,0.3151853066579206,65.84,Very High
2024,17031580300,Census Tract 5803; Cook County; Illinois,17,31,580300,2311,82240,762,43,2311,578,140,0.0605798355690177,0.0564304461942257,0.2501081782778018,40.38,Low
2024,17031580400,Census Tract 5804; Cook County; Illinois,17,31,580400,4236,58889,1580,168,4236,812,407,0.0960812086874409,0.1063291139240506,0.1916902738432483,44.77,Low
2024,17031580501,Census Tract 5805.01; Cook County; Illinois,17,31,580501,4728,74667,1650,146,4709,950,587,0.1241539763113367,0.0884848484848484,0.2017413463580378,44.84,Low
2024,17031580502,Census Tract 5805.02; Cook County; Illinois,17,31,580502,5304,62552,1520,294,5304,1278,603,0.1136877828054298,0.1934210526315789,0.2409502262443439,59.29,High
2024,17031580600,Census Tract 5806; Cook County; Illinois,17,31,580600,5948,78798,1684,173,5948,1408,476,0.0800268997982515,0.1027315914489311,0.2367182246133154,45.29,Moderate
2024,17031580700,Census Tract 5807; Cook County; Illinois,17,31,580700,5822,61616,1683,275,5822,1526,612,0.1051185159738921,0.1633986928104575,0.2621092408107179,59.74,High
2024,17031580800,Census Tract 5808; Cook County; Illinois,17,31,580800,2018,62273,602,59,2018,405,179,0.0887016848364717,0.0980066445182724,0.2006937561942517,44.36,Low
2024,17031590500,Census Tract 5905; Cook County; Illinois,17,31,590500,1630,71042,801,123,1630,253,211,0.1294478527607362,0.1535580524344569,0.1552147239263803,45.0,Low
2024,17031590600,Census Tract 5906; Cook County; Illinois,17,31,590600,3706,95114,1445,189,3706,657,542,0.1462493254182406,0.130795847750865,0.1772800863464652,41.47,Low
2024,17031590700,Census Tract 5907; Cook County; Illinois,17,31,590700,2544,72355,978,124,2544,428,314,0.1234276729559748,0.1267893660531697,0.1682389937106918,43.28,Low
2024,17031600400,Census Tract 6004; Cook County; Illinois,17,31,600400,4135,66964,1628,287,4135,676,777,0.1879081015719468,0.1762899262899263,0.1634824667472793,56.24,High
2024,17031600600,Census Tract 6006; Cook County; Illinois,17,31,600600,2668,65759,1145,193,2668,529,234,0.0877061469265367,0.1685589519650655,0.1982758620689655,47.01,Moderate
2024,17031600700,Census Tract 6007; Cook County; Illinois,17,31,600700,3171,71382,1278,425,3171,614,369,0.1163670766319772,0.3325508607198748,0.1936297697887102,53.25,High
2024,17031600900,Census Tract 6009; Cook County; Illinois,17,31,600900,3742,54107,1599,570,3742,553,601,0.1606092998396579,0.3564727954971857,0.1477819347942277,59.53,High
2024,17031610300,Census Tract 6103; Cook County; Illinois,17,31,610300,5067,44870,2105,543,5067,1339,302,0.0596013420169725,0.2579572446555819,0.2642589303335307,63.08,Very High
2024,17031610400,Census Tract 6104; Cook County; Illinois,17,31,610400,2063,50313,556,52,2063,835,97,0.047018904507998,0.0935251798561151,0.4047503635482307,58.38,High
2024,17031610800,Census Tract 6108; Cook County; Illinois,17,31,610800,1584,108750,651,26,1584,312,227,0.1433080808080808,0.0399385560675883,0.1969696969696969,32.62,Very Low
2024,17031611200,Census Tract 6112; Cook County; Illinois,17,31,611200,2586,-666666666,795,184,2584,735,247,0.0955143078112915,0.2314465408805031,0.2844427244582043,69.68,Very High
2024,17031611300,Census Tract 6113; Cook County; Illinois,17,31,611300,3365,48484,1087,382,3365,972,516,0.1533432392273402,0.3514259429622815,0.2888558692421991,77.43,Very High
2024,17031611400,Census Tract 6114; Cook County; Illinois,17,31,611400,3536,36724,1026,97,3536,1344,318,0.0899321266968325,0.094541910331384,0.3800904977375565,63.43,Very High
2024,17031611500,Census Tract 6115; Cook County; Illinois,17,31,611500,3226,55647,933,236,3034,974,458,0.1419714817110973,0.2529474812433012,0.3210283454185893,73.4,Very High
