GEOID,community_area,weight
17031670100,68,6.68579429854669e-05
17031670600,67,1.0
17031670700,67,1.0
17031670800,67,1.0
17031670900,67,0.9999003299632416
17031670900,68,9.96700367583478e-05
17031260900,26,0.9999027101599601
17031260900,27,7.468546435298859e-05
17031260900,29,2.2604375686921465e-05
17031261000,25,0.0031554431295436175
17031261000,26,0.9966685764379375
17031261000,29,0.0001759804325188857
17031281900,28,0.9941085781998718
17031281900,32,0.005891421800128242
17031310200,28,6.127153604964306e-05
17031310200,31,0.9999387284639503
17031310300,28,1.2249326197488624e-05
17031310300,31,0.9999877506738025
17031310400,28,1.8489222091374024e-05
17031310400,31,0.9999815107779086
17031310500,31,1.0
17031491200,49,0.9998814602410092
17031491200,53,7.429511314576971e-05
17031491200,75,4.424464584495069e-05
17031491300,49,0.9999308201701526
17031491300,53,6.917982984744657e-05
17031491400,49,0.9999079304752658
17031491400,50,2.732506575965185e-05
17031491400,53,6.053494758953064e-05
17031491400,54,4.2095113849146735e-06
17031500100,47,1.1474230565004704e-05
17031500100,49,8.240018227739241e-06
17031500100,50,0.9998550287060414
17031500100,51,0.00012525704516590185
17031500200,49,9.11781151065436e-06
17031500200,50,0.9981341380591565
17031500200,51,0.0018567441293326958
17031500300,49,1.1002988637627233e-05
17031500300,50,0.9994520131980221
17031500300,51,3.852910335795954e-05
17031500300,54,0.0004984547099822132
17031560200,56,1.0
17031560300,56,1.0
17031560700,56,1.0
17031560800,56,1.0
17031560900,56,1.0
17031561000,56,0.9999422985830768
17031561000,64,5.7701416923118725e-05
17031010300,1,1.0
17031010400,1,0.9999604899863327
17031010400,77,3.951001366740496e-05
17031010600,1,0.9999767900862618
17031010600,77,2.3209913738198922e-05
17031020100,1,0.00012931699759959514
17031020100,2,0.9998706830024005
17031280800,27,0.00032366695395755473
17031280800,28,0.9996763330460425
17031420300,41,1.0341576975261706e-05
17031420300,42,0.9999896584230248
17031100200,9,1.2970006440742152e-06
17031100200,10,0.9965359685751852
17031100200,11,1.0245714097400923e-05
17031100200,12,0.003452488710073238
17031020200,2,1.0
17031130200,12,0.000817093245861318
17031130200,13,0.9991467699534213
17031130200,14,3.6136800717248786e-05
17031020400,1,6.605488989868739e-05
17031020400,2,0.9999339451101014
17031080202,8,1.0
17031240200,22,0.005370318189071373
17031240200,24,0.9946296818109286
17031611800,61,0.9998990509927577
17031611800,67,0.00010094900724223352
17031060200,3,1.0410969398091071e-05
17031060200,5,4.9065552575245427e-05
17031060200,6,0.9999405234780268
17031221200,22,1.0
17031826500,54,1.0
17031061200,6,1.0
17031030200,1,1.5812027057377176e-05
17031030200,77,0.9999841879729426
17031030300,1,4.129235295659228e-06
17031030300,2,1.420700428311208e-05
17031030300,77,0.9999816637604212
17031030400,4,2.3853006526396814e-05
17031030400,77,0.9999761469934736
17031030900,3,4.019253862564686e-05
17031030900,4,4.280338151074195e-05
17031030900,77,0.9999170040798636
17031031000,3,0.9999585294302309
17031031000,4,3.322408039004573e-05
17031031000,77,8.2464893790695e-06
17031980000,76,1.0
17031600600,31,0.019152332471951056
17031600600,60,0.980847667528049
17031811900,25,1.0
17031420600,40,5.148223013747809e-06
17031420600,42,0.9999948517769862
17031110100,10,0.000309713668704564
17031110100,11,0.9931597104269994
17031110100,12,0.00653057590429608
17031031400,3,0.9999862252085526
17031031400,6,1.3774791447257444e-05
17031040900,4,0.9998844408648389
17031040900,5,0.00011555913516117369
17031050200,4,4.2038991912345195e-06
17031050200,5,0.9999957961008088
17031050300,4,9.726781557616037e-06
17031050300,5,0.9976202031309895
17031050300,16,0.0023700700874528364
17031071700,7,0.9993798756336728
17031071700,8,0.0006201243663271499
17031031800,3,0.999950677059364
17031031800,4,4.9322940636015333e-05
17031811600,76,1.0
17031031700,3,1.0
17031610400,61,1.0
17031050600,5,0.999596734066165
17031050600,6,0.0004032659338350548
17031050500,5,1.0
17031071600,7,1.0
17031671400,66,0.021266893742329762
17031671400,67,0.9787331062576703
17031062300,6,1.0
17031630400,63,1.0
17031822802,74,1.0
17031010100,1,1.0
17031680600,67,4.633036632417413e-05
17031680600,68,0.9999536696336759
17031807800,12,1.0
17031811100,17,0.10672302609861843
17031811100,76,0.8932769739013816
17031030500,77,1.0
17031990000,3,0.4391613821125604
17031990000,32,0.5608386178874396
17031020500,1,7.87950007494143e-06
17031020500,2,0.9999921204999251
17031081300,8,1.0
17031081000,8,1.0
17031130100,2,0.00020912545193764014
17031130100,12,0.00010393555641361704
17031130100,13,0.9996869389916487
17043840000,76,1.0
17031170200,15,4.1990322620110554e-05
17031170200,17,0.9999580096773799
17031170300,17,1.0
17031170400,17,1.0
17031170500,17,0.9955403176418547
17031170500,76,0.004459682358145297
17031170600,17,0.9999724526962906
